0, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
0.1, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
0.2, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
0.3, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
0.4, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
0.5, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
0.6, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
0.7, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
0.8, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
0.9, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
1, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
1.1, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
1.2, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
1.3, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
1.4, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
1.5, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
1.6, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
1.7, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
1.8, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
1.9, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
2, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
2.1, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
2.2, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
2.3, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
2.4, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
2.5, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
2.6, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
2.7, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
2.8, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
2.9, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
3, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
3.1, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
3.2, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
3.3, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
3.4, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
3.5, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
3.6, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
3.7, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
3.8, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
3.9, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
4, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
4.1, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
4.2, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
4.3, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
4.4, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
4.5, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
4.6, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
4.7, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
4.8, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
4.9, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
5, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
5.1, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
5.2, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
5.3, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
5.4, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
5.5, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
5.6, -70.6, 0, 8.77145e-06, 8.77145e-06, 8.77145e-06, 8.77145e-06, 0, 0, 0, 0
